ORDERNUMBER,QUANTITYORDERED,PRICEEACH,CALCULATED_PRICE,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10151,30,40.31,1209.3000000000002,4,1396.7415000000003,2003-09-21,Shipped,3,9,2003,Classic Cars,35,S24_2840,"OULU TOY SUPPLIES, INC.",981-443655,Torikatu 38,Oulu,,90110,Finland,Koskitalo,Pirkko,Small
10197,29,41.71,1209.59,1,1397.0764500000002,2003-11-26,Shipped,4,11,2003,Planes,49,S72_1253,ENACO DISTRIBUTORS,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,Saavedra,Eduardo,Small
10420,45,26.88,1209.6,1,1397.088,2005-05-29,In Process,2,5,2005,Vintage Cars,33,S24_1937,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
10361,20,60.54,1210.8,4,1398.474,2004-12-17,Shipped,4,12,2004,Planes,91,S700_1691,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
10127,20,60.69,1213.8,8,1401.939,2003-06-03,Shipped,2,6,2003,Classic Cars,57,S24_1444,MUSCLE MACHINE INC,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Small
10276,20,61.23,1224.6,2,1414.413,2004-08-02,Shipped,3,8,2004,Classic Cars,61,S24_3371,ONLINE MINI COLLECTABLES,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,Barajas,Miguel,Small
10322,41,29.87,1224.67,13,1414.4938500000003,2004-11-04,Shipped,4,11,2004,Vintage Cars,62,S18_2957,ONLINE DIECAST CREATIONS CO.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Young,Valarie,Small
10335,33,37.13,1225.2900000000002,2,1415.2099500000002,2004-11-19,Shipped,4,11,2004,Classic Cars,35,S24_2840,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10161,23,53.33,1226.59,7,1416.71145,2003-10-17,Shipped,4,10,2003,Classic Cars,50,S24_1628,HEINTZE COLLECTABLES,86 21 3555,Smagsloget 45,Aaarhus,,8200,Denmark,Ibsen,Palle,Small
10227,42,29.21,1226.82,6,1416.9771000000003,2004-03-02,Shipped,1,3,2004,Vintage Cars,33,S24_1937,"SAVELEY & HENRIOT, CO.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,Saveley,Mary,Small
10258,20,61.41,1228.1999999999998,2,1418.5710000000004,2004-06-15,Shipped,2,6,2004,Trucks and Buses,64,S32_3522,"TOKYO COLLECTABLES, LTD",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Small
10321,37,33.23,1229.51,12,1420.0840500000002,2004-11-04,Shipped,4,11,2004,Classic Cars,37,S24_2972,FUNGIFTIDEAS.COM,5085552555,1785 First Street,New Bedford,MA,50553,USA,Benitez,Violeta,Small
10324,33,37.48,1236.84,10,1428.5502000000001,2004-11-05,Shipped,4,11,2004,Trucks and Buses,122,S18_2319,VITACHROME INC.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Small
10369,28,44.21,1237.88,6,1429.7514000000003,2005-01-20,Shipped,1,1,2005,Vintage Cars,62,S18_2957,COLLECTABLES FOR LESS INC.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Nelson,Allen,Small
10347,21,58.95,1237.95,7,1429.8322500000002,2004-11-29,Shipped,4,11,2004,Vintage Cars,53,S18_1367,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
10159,35,35.4,1239.0,9,1431.045,2003-10-10,Shipped,4,10,2003,Motorcycles,40,S32_2206,CORPORATE GIFT IDEAS CO.,6505551386,7734 Strong St.,San Francisco,CA,,USA,Brown,Julie,Small
10193,24,51.84,1244.16,3,1437.0048000000004,2003-11-21,Shipped,4,11,2003,Vintage Cars,62,S18_2957,"AUSTRALIAN COLLECTABLES, LTD",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,Connery,Sean,Small
10229,23,54.11,1244.53,3,1437.43215,2004-03-11,Shipped,1,3,2004,Trucks and Buses,54,S32_2509,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10143,34,36.66,1246.4399999999998,1,1439.6382000000003,2003-08-10,Shipped,3,8,2003,Vintage Cars,43,S50_1341,MINI CREATIONS LTD.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,Tam,Wing C,Small
10207,42,29.7,1247.3999999999999,8,1440.7470000000003,2003-12-09,Shipped,4,12,2003,Classic Cars,35,S24_2840,DIECAST COLLECTABLES,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Franco,Valarie,Small
10204,20,62.47,1249.4,10,1443.0570000000002,2003-12-02,Shipped,4,12,2003,Classic Cars,73,S24_1046,MUSCLE MACHINE INC,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Small
10415,18,69.7,1254.6000000000001,2,1449.063,2005-05-09,Disputed,2,5,2005,Vintage Cars,65,S24_3420,"AUSTRALIAN COLLECTABLES, LTD",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,Connery,Sean,Small
10140,29,43.27,1254.8300000000002,9,1449.3286500000002,2003-07-24,Shipped,3,7,2003,Vintage Cars,50,S18_4668,TECHNICS STORES INC.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Small
10258,21,59.87,1257.27,4,1452.1468500000003,2004-06-15,Shipped,2,6,2004,Vintage Cars,50,S18_4668,"TOKYO COLLECTABLES, LTD",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Small
10296,26,48.44,1259.44,1,1454.6532000000002,2004-09-15,Shipped,3,9,2004,Vintage Cars,43,S50_1341,"BAVARIAN COLLECTABLES IMPORTS, CO.",+49 89 61 08 9555,Hansastr. 15,Munich,,80686,Germany,Donnermeyer,Michael,Small
10170,20,63.14,1262.8,2,1458.534,2003-11-04,Shipped,4,11,2003,Classic Cars,77,S18_1889,MINI AUTO WERKE,7675-3555,Kirchgasse 6,Graz,,8010,Austria,Mendel,Roland,Small
10253,24,52.66,1263.84,12,1459.7352,2004-06-01,Cancelled,2,6,2004,Classic Cars,61,S24_3371,"UK COLLECTABLES, LTD.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,Devon,Elizabeth,Small
10332,24,52.67,1264.08,1,1460.0124,2004-11-17,Shipped,4,11,2004,Vintage Cars,168,S18_2795,"AV STORES, CO.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,Ashworth,Victoria,Small
10226,21,60.26,1265.46,1,1461.6063000000004,2004-02-26,Shipped,1,2,2004,Classic Cars,73,S24_1046,COLLECTABLE MINI DESIGNS CO.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,Thompson,Valarie,Small
10386,22,57.55,1266.1,6,1462.3455000000001,2005-03-01,Resolved,1,3,2005,Vintage Cars,105,S18_3856,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10367,21,60.37,1267.77,10,1464.2743500000001,2005-01-12,Resolved,1,1,2005,Classic Cars,73,S24_1046,TOYS4GROWNUPS.COM,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Small
10171,36,35.49,1277.64,4,1475.6742000000004,2003-11-05,Shipped,4,11,2003,Classic Cars,37,S24_2972,QUEBEC HOME SHOPPING NETWORK,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Small
10236,23,55.72,1281.56,2,1480.2018,2004-04-03,Shipped,2,4,2004,Motorcycles,60,S18_2625,MOTOR MINT DISTRIBUTORS INC.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Hernandez,Rosa,Small
10150,30,42.76,1282.8,6,1481.6340000000002,2003-09-19,Shipped,3,9,2003,Vintage Cars,50,S18_4668,"DRAGON SOUVENIERS, LTD.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Natividad,Eric,Small
10422,25,51.75,1293.75,1,1494.2812500000002,2005-05-30,In Process,2,5,2005,Vintage Cars,53,S18_1367,DIECAST CLASSICS INC.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
10137,26,49.81,1295.06,1,1495.7943000000002,2003-07-10,Shipped,3,7,2003,Classic Cars,50,S24_1628,REIMS COLLECTABLES,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,Henriot,Paul,Small
10204,39,33.23,1295.9699999999998,2,1496.8453500000003,2003-12-02,Shipped,4,12,2003,Vintage Cars,41,S24_3969,MUSCLE MACHINE INC,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Small
10332,23,56.84,1307.3200000000002,4,1509.9546,2004-11-17,Shipped,4,11,2004,Classic Cars,73,S24_1046,"AV STORES, CO.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,Ashworth,Victoria,Small
10343,25,52.32,1308.0,3,1510.7400000000002,2004-11-24,Shipped,4,11,2004,Classic Cars,132,S18_2870,REIMS COLLECTABLES,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,Henriot,Paul,Small
10259,28,46.82,1310.96,1,1514.1588000000002,2004-06-15,Shipped,2,6,2004,Classic Cars,57,S24_1444,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Small
10381,25,52.83,1320.75,9,1525.4662500000002,2005-02-17,Shipped,1,2,2005,Vintage Cars,53,S18_1367,CORPORATE GIFT IDEAS CO.,6505551386,7734 Strong St.,San Francisco,CA,,USA,Brown,Julie,Small
10223,20,66.04,1320.8000000000002,12,1525.5240000000001,2004-02-20,Shipped,1,2,2004,Vintage Cars,68,S32_4289,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
10214,21,62.96,1322.16,6,1527.0948000000003,2004-01-26,Shipped,1,1,2004,Vintage Cars,60,S18_2248,"CORRIDA AUTO REPLICAS, LTD",(91) 555 22 82,"C/ Araquil, 67",Madrid,,28023,Spain,Sommer,Mart¡n,Small
10135,33,40.23,1327.59,14,1533.36645,2003-07-02,Shipped,3,7,2003,Motorcycles,40,S32_2206,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10124,23,57.73,1327.79,8,1533.59745,2003-05-21,Shipped,2,5,2003,Classic Cars,71,S18_4933,SIGNAL GIFT STORES,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Small
10371,20,66.47,1329.4,2,1535.4570000000003,2005-01-23,Shipped,1,1,2005,Trucks and Buses,54,S32_2509,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10361,26,51.15,1329.8999999999999,8,1536.0345000000004,2004-12-17,Shipped,4,12,2004,Motorcycles,118,S10_2016,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
10270,21,63.35,1330.3500000000001,5,1536.5542500000001,2004-07-19,Shipped,3,7,2004,Trucks and Buses,64,S32_3522,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
10379,27,49.3,1331.1,1,1537.4205000000002,2005-02-10,Shipped,1,2,2005,Vintage Cars,60,S18_2248,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10184,42,31.82,1336.44,7,1543.5882000000004,2003-11-14,Shipped,4,11,2003,Classic Cars,35,S24_2840,"IBERIA GIFT IMPORTS, CORP.",(95) 555 82 82,"C/ Romero, 33",Sevilla,,41101,Spain,Roel,Jose Pedro,Small
10349,36,37.13,1336.68,3,1543.8654000000004,2004-12-01,Shipped,4,12,2004,Classic Cars,35,S24_2840,MUSCLE MACHINE INC,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Small
10211,21,63.72,1338.12,11,1545.5285999999999,2004-01-15,Shipped,1,1,2004,Motorcycles,69,S24_2360,AUTO CANAL PETIT,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,Perrier,Dominique,Small
10212,20,66.99,1339.8,14,1547.469,2004-01-16,Shipped,1,1,2004,Classic Cars,77,S18_1889,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10288,33,40.62,1340.4599999999998,3,1548.2313000000004,2004-09-01,Shipped,3,9,2004,Vintage Cars,41,S24_3969,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Small
10147,21,63.84,1340.64,8,1548.4392000000005,2003-09-05,Shipped,3,9,2003,Classic Cars,79,S12_3990,COLLECTABLES FOR LESS INC.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Nelson,Allen,Small
10289,24,56.07,1345.68,1,1554.2604000000003,2004-09-03,Shipped,3,9,2004,Vintage Cars,53,S18_1367,HERKKU GIFTS,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,Oeztan,Veysel,Small
10164,25,53.83,1345.75,7,1554.3412500000002,2003-10-21,Resolved,4,10,2003,Vintage Cars,50,S18_4668,MINI AUTO WERKE,7675-3555,Kirchgasse 6,Graz,,8010,Austria,Mendel,Roland,Small
10309,24,56.1,1346.4,2,1555.0920000000003,2004-10-15,Shipped,4,10,2004,Motorcycles,69,S24_2360,BAANE MINI IMPORTS,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,Bergulfsen,Jonas,Small
10119,28,48.17,1348.76,6,1557.8178000000003,2003-04-28,Shipped,2,4,2003,Planes,49,S72_1253,SALZBURG COLLECTABLES,6562-9555,Geislweg 14,Salzburg,,5020,Austria,Pipps,Georg,Small
10380,36,37.5,1350.0,6,1559.2500000000002,2005-02-16,Shipped,1,2,2005,Classic Cars,90,S24_2766,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10416,18,75.06,1351.08,13,1560.4974000000002,2005-05-10,Shipped,2,5,2005,Planes,68,S24_3949,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Small
10266,28,48.3,1352.3999999999999,1,1562.0220000000004,2004-07-06,Shipped,3,7,2004,Classic Cars,50,S24_1628,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Small
10133,27,50.19,1355.1299999999999,7,1565.1751500000003,2003-06-27,Shipped,2,6,2003,Vintage Cars,43,S50_1341,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10249,20,67.82,1356.3999999999999,1,1566.6420000000005,2004-05-08,Shipped,2,5,2004,Planes,68,S24_2841,CAMBRIDGE COLLECTABLES CO.,6175555555,4658 Baden Av.,Cambridge,MA,51247,USA,Tseng,Kyung,Small
10237,26,52.22,1357.72,1,1568.1666,2004-04-05,Shipped,2,4,2004,Motorcycles,62,S18_3782,VITACHROME INC.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Small
10282,29,46.82,1357.78,11,1568.2359000000001,2004-08-20,Shipped,3,8,2004,Classic Cars,57,S24_1444,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10159,21,64.66,1357.86,8,1568.3283000000001,2003-10-10,Shipped,4,10,2003,Motorcycles,62,S18_3782,CORPORATE GIFT IDEAS CO.,6505551386,7734 Strong St.,San Francisco,CA,,USA,Brown,Julie,Small
10287,20,67.97,1359.4,11,1570.1070000000002,2004-08-30,Shipped,3,8,2004,Classic Cars,61,S24_3371,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Small
10386,25,54.57,1364.25,7,1575.7087500000002,2005-03-01,Resolved,1,3,2005,Planes,157,S18_1662,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10237,20,68.34,1366.8000000000002,3,1578.6540000000002,2004-04-05,Shipped,2,4,2004,Motorcycles,81,S50_4713,VITACHROME INC.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Small
10398,34,40.22,1367.48,1,1579.4394000000002,2005-03-30,Shipped,1,3,2005,Planes,49,S72_1253,REIMS COLLECTABLES,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,Henriot,Paul,Small
10273,21,65.34,1372.14,7,1584.8217000000002,2004-07-21,Shipped,3,7,2004,Ships,66,S700_1138,PETIT AUTO,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Dewey,Catherine,Small
10266,34,40.4,1373.6,8,1586.508,2004-07-06,Shipped,3,7,2004,Classic Cars,37,S24_2972,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Small
10386,33,41.71,1376.43,11,1589.7766500000002,2005-03-01,Resolved,1,3,2005,Planes,109,S24_1785,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10280,33,41.85,1381.05,14,1595.11275,2004-08-17,Shipped,3,8,2004,Vintage Cars,41,S24_3969,AMICA MODELS & CO.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,Accorti,Paolo,Small
10310,33,41.91,1383.03,4,1597.3996500000003,2004-10-16,Shipped,4,10,2004,Classic Cars,37,S24_2972,"TOMS SPEZIALITTEN, LTD",0221-5554327,Mehrheimerstr. 369,Koln,,50739,Germany,Pfalzheim,Henriette,Small
10122,31,44.66,1384.4599999999998,17,1599.0513,2003-05-08,Shipped,2,5,2003,Motorcycles,40,S32_2206,MARSEILLE MINI AUTOS,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,Lebihan,Laurence,Small
10195,32,43.29,1385.28,8,1599.9984000000002,2003-11-25,Shipped,4,11,2003,Trucks and Buses,54,S32_2509,MINI CLASSICS,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Small
10355,36,38.52,1386.72,4,1601.6616000000001,2004-12-07,Shipped,4,12,2004,Classic Cars,37,S24_2972,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10244,24,58.09,1394.16,3,1610.2548000000004,2004-04-29,Shipped,2,4,2004,Vintage Cars,62,S18_2957,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10101,45,31.2,1404.0,3,1621.6200000000001,2003-01-09,Shipped,1,1,2003,Vintage Cars,33,S24_1937,"BLAUER SEE AUTO, CO.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,Keitel,Roland,Small
10372,24,58.58,1405.92,9,1623.8376000000003,2005-01-26,Shipped,1,1,2005,Trains,58,S50_1514,"TOKYO COLLECTABLES, LTD",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Small
10176,22,64.0,1408.0,6,1626.2400000000002,2003-11-06,Shipped,4,11,2003,Trains,62,S32_3207,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Small
10371,28,50.32,1408.96,9,1627.3488000000002,2005-01-23,Shipped,1,1,2005,Classic Cars,118,S24_4048,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10222,31,45.69,1416.3899999999999,7,1635.9304500000003,2004-02-19,Shipped,1,2,2004,Planes,49,S72_1253,COLLECTABLE MINI DESIGNS CO.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,Thompson,Valarie,Small
10105,25,56.78,1419.5,8,1639.5225000000003,2003-02-11,Shipped,1,2,2003,Ships,54,S72_3212,DANISH WHOLESALE IMPORTS,31 12 3555,Vinb'ltet 34,Kobenhavn,,1734,Denmark,Petersen,Jytte,Small
10316,24,59.16,1419.84,2,1639.9152,2004-11-01,Shipped,4,11,2004,Vintage Cars,68,S32_4289,GIFTSBYMAIL.CO.UK,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Bennett,Helen,Small
10215,33,43.13,1423.2900000000002,9,1643.8999500000002,2004-01-29,Shipped,1,1,2004,Vintage Cars,53,S18_1367,WEST COAST COLLECTABLES CO.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,Thompson,Steve,Small
10227,28,50.85,1423.8,9,1644.489,2004-03-02,Shipped,1,3,2004,Vintage Cars,60,S18_2248,"SAVELEY & HENRIOT, CO.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,Saveley,Mary,Small
10139,20,71.2,1424.0,3,1644.7200000000003,2003-07-16,Shipped,3,7,2003,Vintage Cars,62,S18_2957,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
10415,21,67.82,1424.2199999999998,1,1644.9741000000001,2005-05-09,Disputed,2,5,2005,Planes,68,S24_2841,"AUSTRALIAN COLLECTABLES, LTD",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,Connery,Sean,Small
10287,36,39.65,1427.3999999999999,6,1648.6470000000004,2004-08-30,Shipped,3,8,2004,Classic Cars,37,S24_2972,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Small
10182,39,36.84,1436.7600000000002,6,1659.4578000000001,2003-11-12,Shipped,4,11,2003,Vintage Cars,33,S24_1937,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10162,37,38.98,1442.26,7,1665.8103,2003-10-18,Shipped,4,10,2003,Vintage Cars,41,S24_3969,CORPORATE GIFT IDEAS CO.,6505551386,7734 Strong St.,San Francisco,CA,,USA,Brown,Julie,Small
10391,32,45.25,1448.0,6,1672.4400000000003,2005-03-09,Shipped,1,3,2005,Vintage Cars,101,S18_2949,"ANNA'S DECORATIONS, LTD",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
10314,39,37.13,1448.0700000000002,15,1672.52085,2004-10-22,Shipped,4,10,2004,Classic Cars,35,S24_2840,HEINTZE COLLECTABLES,86 21 3555,Smagsloget 45,Aaarhus,,8200,Denmark,Ibsen,Palle,Small
10235,41,35.35,1449.3500000000001,7,1673.99925,2004-04-02,Shipped,2,4,2004,Vintage Cars,43,S50_1341,"ROYAL CANADIAN COLLECTABLES, LTD.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10378,34,42.64,1449.76,5,1674.4728000000002,2005-02-10,Shipped,1,2,2005,Classic Cars,124,S18_1589,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10186,21,69.04,1449.8400000000001,3,1674.5652,2003-11-14,Shipped,4,11,2003,Vintage Cars,65,S24_3420,"DOUBLE DECKER GIFT STORES, LTD",(171) 555-7555,120 Hanover Sq.,London,,WA1 1DP,UK,Hardy,Thomas,Small
10361,20,72.55,1451.0,13,1675.905,2004-12-17,Shipped,4,12,2004,Motorcycles,95,S10_1678,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
10172,34,42.76,1453.84,5,1679.1852000000001,2003-11-05,Shipped,4,11,2003,Classic Cars,50,S24_1628,GIFT DEPOT INC.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,King,Julie,Small
10342,26,55.95,1454.7,8,1680.1785000000002,2004-11-24,Shipped,4,11,2004,Motorcycles,62,S18_3782,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
10220,26,56.07,1457.82,8,1683.7821000000001,2004-02-12,Shipped,1,2,2004,Classic Cars,57,S24_1444,"CLOVER COLLECTIONS, CO.",+353 1862 1555,25 Maiden Lane,Dublin,,2,Ireland,Cassidy,Dean,Small
10328,20,72.98,1459.6000000000001,2,1685.838,2004-11-12,Shipped,4,11,2004,Vintage Cars,65,S24_3420,ROVELLI GIFTS,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Rovelli,Giovanni,Small
10119,20,72.98,1459.6000000000001,5,1685.838,2003-04-28,Shipped,2,4,2003,Vintage Cars,65,S24_3420,SALZBURG COLLECTABLES,6562-9555,Geislweg 14,Salzburg,,5020,Austria,Pipps,Georg,Small
10186,28,52.14,1459.92,4,1686.2076000000004,2003-11-14,Shipped,4,11,2003,Planes,49,S72_1253,"DOUBLE DECKER GIFT STORES, LTD",(171) 555-7555,120 Hanover Sq.,London,,WA1 1DP,UK,Hardy,Thomas,Small
10397,22,66.5,1463.0,4,1689.7650000000003,2005-03-28,Shipped,1,3,2005,Ships,72,S700_2610,ALPHA COGNAC,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,Roulet,Annette,Small
10367,38,38.5,1463.0,11,1689.7650000000003,2005-01-12,Resolved,1,1,2005,Classic Cars,50,S24_1628,TOYS4GROWNUPS.COM,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Small
10390,34,43.05,1463.6999999999998,15,1690.5735000000004,2005-03-04,Shipped,1,3,2005,Classic Cars,142,S18_1984,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10324,27,54.33,1466.9099999999999,1,1694.2810500000003,2004-11-05,Shipped,4,11,2004,Classic Cars,151,S12_3148,VITACHROME INC.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Small
10167,21,69.88,1467.48,2,1694.9394000000002,2003-10-23,Cancelled,4,10,2003,Planes,68,S24_2841,SCANDINAVIAN GIFT IDEAS,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,Larsson,Maria,Small
